"Quality","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","chlorides"
"Low",7.2,0.24,0.27,11.4,40,174,0.99773,3.2,0.44,9,"Little"
"Low",8.7,0.31,0.73,14.35,27,191,1.00013,2.96,0.88,8.7,"Little"
"Low",6.1,0.15,0.35,15.8,55,158,0.99642,3.24,0.37,10.6,"Little"
"Low",7.6,0.23,0.4,5.2,14,91,0.99488,3.17,0.8,9.7,"Lots"
"Low",8.1,0.33,0.22,5.2,24,151,0.99527,3.22,0.47,10.3,"Little"
"High",6.7,0.12,0.3,5.2,38,113,0.99352,3.33,0.44,10.1,"Little"
"High",5.7,0.18,0.36,1.2,9,71,0.99199,3.7,0.68,10.9,"Little"
"Low",5.8,0.15,0.28,0.8,43,127,0.99198,3.24,0.51,9.3,"Little"
"Low",7,0.34,0.39,6.9,43,162,0.99561,3.11,0.53,9.5,"Lots"
"Low",6.4,0.68,0.26,3.4,25,146,0.99347,3.18,0.4,9.3,"Lots"
"High",7.3,0.22,0.31,2.3,45,80,0.98936,3.06,0.34,12.9,"Little"
"Low",6.4,0.28,0.27,11,45,148,0.99786,3.14,0.46,8.7,"Little"
"Low",6.9,0.4,0.22,5.95,76,303,0.99705,3.4,0.57,9.4,"Lots"
"Low",6.8,0.19,0.23,5.1,71,204,0.9942,3.23,0.69,10.1,"Little"
"Low",7.1,0.23,0.24,5.4,60,196,0.9948,3.19,0.78,10,"Little"
"High",6.45,0.14,0.42,1.2,51,129,0.99116,3.27,0.69,11.1,"Lots"
"High",6.5,0.15,0.44,12.6,65,158,0.99688,3.26,0.7,10.3,"Lots"
"High",8,0.13,0.25,1.1,15,86,0.99044,2.98,0.39,11.2,"Little"
"High",6.2,0.21,0.34,6.6,36,91,0.9914,3.32,0.45,12.5,"Little"
"Low",8.3,0.4,0.41,8.2,15,122,0.9979,3.39,0.49,9.3,"Lots"
"High",5.9,0.34,0.31,2,38,142,0.98892,3.4,0.41,12.9,"Little"
"High",6.6,0.12,0.25,1.4,21,131,0.99114,3.2,0.45,11.2,"Little"
"Low",6.8,0.26,0.4,7.5,45,179,0.99583,3.2,0.49,9.3,"Little"
"High",5.9,0.34,0.31,2,38,142,0.98892,3.4,0.41,12.9,"Little"
"High",5.9,0.3,0.3,2,38,142,0.98892,3.41,0.41,12.9,"Little"
"High",7,0.15,0.3,13.3,46,120,0.99704,3.2,0.36,9.5,"Little"
"High",7.2,0.35,0.25,5.6,23,120,0.99334,2.93,0.66,10.3,"Little"
"High",7.2,0.32,0.24,5.6,23,120,0.99334,2.92,0.66,10.3,"Little"
"Low",7.1,0.31,0.17,1,21,144,0.99304,3.13,0.4,9.6,"Little"
"Low",7.1,0.31,0.17,1,21,144,0.99304,3.13,0.4,9.6,"Little"
"High",7,0.16,0.36,2.6,28,98,0.99126,3.11,0.37,11.2,"Little"
"Low",6.6,0.24,0.38,8,56,187,0.99577,3.21,0.46,9.2,"Little"
"Low",7,0.18,0.37,1.5,16,104,0.99216,3.18,0.5,10.8,"Little"
"High",6.5,0.46,0.31,5,15,72,0.99165,3.26,0.6,11.5,"Little"
"Low",6.5,0.23,0.36,16.3,43,133,0.99924,3.26,0.41,8.8,"Little"
"Low",6.5,0.23,0.36,16.3,43,133,0.99924,3.26,0.41,8.8,"Little"
"Low",6.5,0.23,0.36,16.3,43,133,0.99924,3.26,0.41,8.8,"Little"
"Low",6.5,0.23,0.36,16.3,43,133,0.99924,3.26,0.41,8.8,"Little"
"Low",7.8,0.25,0.34,13.7,66,184,0.99976,3.22,0.75,8.9,"Little"
"Low",7.8,0.25,0.34,13.7,66,184,0.99976,3.22,0.75,8.9,"Little"
"Low",5.6,0.2,0.22,1.3,25,155,0.99296,3.74,0.43,10,"Little"
"Low",6.4,0.21,0.44,7.4,47,182,0.9957,3.24,0.46,9.1,"Little"
"Low",7.8,0.25,0.34,13.7,66,184,0.99976,3.22,0.75,8.9,"Little"
"High",7.5,0.26,0.3,4.6,29,92,0.99085,3.15,0.38,12,"Little"
"Low",8.2,0.37,0.64,13.9,22,171,0.99873,2.99,0.8,9.3,"Little"
"High",7.6,0.4,0.27,5.2,32,101,0.99172,3.22,0.62,12.3,"Little"
"Low",6.9,0.23,0.32,16.4,62,153,0.9972,3.22,0.42,10.5,"Little"
"High",6.5,0.29,0.31,1.7,24,79,0.99053,3.27,0.69,11.4,"Little"
"Low",6.8,0.3,0.22,6.2,41,190,0.99858,3.18,0.51,9.2,"Lots"
"Low",7.9,0.51,0.36,6.2,30,173,0.9984,3.09,0.53,9.7,"Lots"
"Low",7.9,0.51,0.34,2.6,13,135,0.99335,3.09,0.51,10,"Little"
"High",6.5,0.29,0.31,1.7,24,79,0.99053,3.27,0.69,11.4,"Little"
"High",7.4,0.2,0.28,9.1,29,95,0.99532,3.16,0.47,9.8,"Little"
"Low",6.9,0.615,0.42,12,24,131,0.99727,3.19,0.34,9.3,"Lots"
"High",6.8,0.32,0.28,4.8,25,100,0.99026,3.08,0.47,12.4,"Little"
"Low",6.9,0.615,0.42,12,24,131,0.99727,3.19,0.34,9.3,"Lots"
"High",6.7,0.44,0.22,4.3,19,99,0.99015,3.26,0.53,12.8,"Little"
"High",5.8,0.17,0.34,1.8,96,170,0.99035,3.38,0.9,11.8,"Little"
"High",5.8,0.17,0.34,1.8,96,170,0.99035,3.38,0.9,11.8,"Little"
"High",5.8,0.315,0.27,1.55,15,70,0.98994,3.37,0.4,11.9,"Little"
"Low",5.9,0.17,0.28,0.7,5,28,0.98985,3.13,0.32,10.6,"Little"
"Low",6.6,0.34,0.18,6.4,47,240,0.9971,3.42,0.48,9.2,"Lots"
"Low",5.6,0.12,0.26,4.3,18,97,0.99477,3.36,0.46,9.2,"Little"
"Low",6,0.26,0.15,1.3,51,154,0.99354,3.14,0.51,8.7,"Lots"
"Low",7.3,0.32,0.35,1.4,8,163,0.99244,3.24,0.42,10.7,"Lots"
"Low",7.3,0.32,0.35,1.4,8,163,0.99244,3.24,0.42,10.7,"Lots"
"High",6.4,0.44,0.44,14.4,29,228,0.99955,3.26,0.54,8.8,"Little"
"High",6.2,0.29,0.32,3.6,39,138,0.9892,3.31,0.37,13.1,"Little"
"High",7.6,0.39,0.32,3.6,22,93,0.99144,3.08,0.6,12.5,"Little"
"High",7,0.36,0.32,10.05,37,131,0.99352,3.09,0.33,11.7,"Little"
"High",7,0.36,0.32,10.05,37,131,0.99352,3.09,0.33,11.7,"Little"
"High",7,0.36,0.32,10.5,35,135,0.9935,3.09,0.33,11.6,"Little"
"High",7.6,0.39,0.32,3.6,22,93,0.99144,3.08,0.6,12.5,"Little"
"Low",6.7,0.2,0.37,1.65,42,103,0.99022,3.11,0.45,11.4,"Little"
"Low",6.2,0.235,0.34,1.9,4,117,0.99032,3.4,0.44,12.2,"Little"
"Low",6.4,0.24,0.25,20.2,35,157,0.99976,3.17,0.5,9.1,"Lots"
"Low",6.4,0.24,0.25,20.2,35,157,0.99976,3.17,0.5,9.1,"Lots"
"Low",6.9,0.4,0.42,6.2,41,176,0.99552,3.12,0.54,9.4,"Lots"
"Low",6.9,0.4,0.43,6.2,42,178,0.99552,3.11,0.53,9.4,"Lots"
"Low",6.6,0.25,0.51,8,61,189,0.99604,3.22,0.49,9.2,"Little"
"Low",6.8,0.26,0.44,8.2,52,183,0.99584,3.2,0.51,9.4,"Little"
"High",6.5,0.37,0.3,2.2,39,107,0.98894,3.22,0.53,13.5,"Little"
"Low",6.8,0.35,0.53,10.1,37,151,0.9963,3.07,0.4,9.4,"Lots"
"High",6.4,0.22,0.32,7.2,15,83,0.993,3.13,0.55,10.9,"Little"
"High",6.5,0.37,0.3,2.2,39,107,0.98894,3.22,0.53,13.5,"Little"
"Low",6.8,0.35,0.53,10.1,37,151,0.9963,3.07,0.4,9.4,"Lots"
"High",6.9,0.31,0.32,1.6,34,114,0.99068,3.19,0.45,11.4,"Little"
"High",6.7,0.16,0.37,1.3,45,125,0.98964,3.19,0.51,12.4,"Little"
"Low",6.6,0.25,0.51,8,61,189,0.99604,3.22,0.49,9.2,"Little"
"Low",6.8,0.26,0.44,8.2,52,183,0.99584,3.2,0.51,9.4,"Little"
"High",5.5,0.15,0.32,14,16,99,0.99437,3.26,0.38,11.5,"Little"
"High",6.4,0.22,0.32,7.2,15,83,0.993,3.13,0.55,10.9,"Little"
"Low",7.5,0.17,0.71,11.8,52,148,0.99801,3.03,0.46,8.9,"Little"
"Low",7.5,0.18,0.72,9.6,53,151,0.99802,3.03,0.46,8.9,"Little"
"High",5.8,0.32,0.31,2.7,25,153,0.99067,3.44,0.73,12.2,"Little"
"High",7.8,0.26,0.31,3.6,22,100,0.99066,2.99,0.47,12.1,"Little"
"Low",7.4,0.3,0.32,1.7,23,128,0.9929,3.17,0.66,10.9,"Little"
"High",5.8,0.32,0.31,2.7,25,153,0.99067,3.44,0.73,12.2,"Little"
"High",6.7,0.19,0.39,1,14,71,0.98912,3.31,0.38,13,"Little"
"Low",6.6,0.36,0.24,0.9,15,72,0.99066,3.23,0.39,11,"Little"
"Low",7.2,0.17,0.41,1.6,24,126,0.99228,3.19,0.49,10.8,"Lots"
"High",6.7,0.19,0.39,1,14,71,0.98912,3.31,0.38,13,"Little"
"Low",6,0.11,0.47,10.6,69,148,0.9958,2.91,0.34,9.3,"Lots"
"Low",6.7,0.325,0.82,1.2,49,120,0.99312,2.99,0.38,9.2,"Lots"
"Low",6.6,0.4,0.46,6.2,42,241,0.9968,3.5,0.6,9.9,"Lots"
"Low",6.5,0.2,0.24,9.2,25,150,0.99502,3.22,0.44,10.5,"Little"
"High",6.4,0.14,0.31,1.2,53,138,0.99084,3.38,0.35,11.5,"Little"
"High",6.4,0.14,0.31,1.2,53,138,0.99084,3.38,0.35,11.5,"Little"
"Low",7.1,0.26,0.32,16.2,31,170,0.99644,3.17,0.37,11.2,"Little"
"Low",6.6,0.22,0.34,11.6,59,140,0.99526,3.22,0.4,10.8,"Lots"
"Low",6.6,0.45,0.43,7.2,31,186,0.9954,3.12,0.44,9.4,"Lots"
"High",7.2,0.44,0.28,3.4,22,112,0.99188,3.21,0.37,11.3,"Little"
"High",6.9,0.15,0.29,2.3,14,82,0.99132,3.1,0.58,11.2,"Little"
"High",5.8,0.22,0.29,0.9,34,89,0.98936,3.14,0.36,11.1,"Little"
"Low",8,0.22,0.31,5.6,24,97,0.993,3.1,0.42,10.9,"Little"
"High",6.5,0.22,0.29,7.4,16,87,0.99311,3.15,0.56,10.9,"Little"
"High",6.9,0.15,0.29,2.3,14,82,0.99132,3.1,0.58,11.2,"Little"
"Low",5.8,0.2,0.34,1,40,86,0.98993,3.5,0.42,11.7,"Little"
"Low",6.6,0.31,0.07,1.5,55,144,0.99208,3.16,0.42,10,"Little"
"Low",7.7,0.43,0.37,10,22,210,0.99776,3.02,0.64,9.5,"Lots"
"Low",6.7,0.24,0.29,14.9,55,136,0.99839,3.03,0.52,9,"Lots"
"Low",7.3,0.23,0.34,9.3,19,86,0.99574,3.04,0.56,10,"Lots"
"Low",7.9,0.2,0.39,1,37,154,0.99093,3.08,0.43,11.9,"Little"
"High",6.9,0.33,0.26,5,46,143,0.9924,3.25,0.43,11.2,"Little"
"High",5.6,0.18,0.58,1.25,29,129,0.98984,3.51,0.6,12,"Little"
"High",6.6,0.29,0.31,3.9,39,96,0.99035,3.24,0.6,12.6,"Little"
"High",6.9,0.33,0.26,5,46,143,0.9924,3.25,0.43,11.2,"Little"
"High",5.6,0.18,0.58,1.25,29,129,0.98984,3.51,0.6,12,"Little"
"High",6.7,0.48,0.32,1.4,22,121,0.9889,3.15,0.53,12.7,"Little"
"Low",6.2,0.23,0.23,1.2,18,128,0.99178,3.05,0.28,10.6,"Little"
"High",6.7,0.48,0.32,1.4,22,121,0.9889,3.15,0.53,12.7,"Little"
"High",4.2,0.17,0.36,1.8,93,161,0.98999,3.65,0.89,12,"Little"
"High",5.8,0.21,0.32,1.6,38,95,0.98946,3.23,0.94,12.4,"Little"
"High",5.4,0.23,0.36,1.5,74,121,0.98976,3.24,0.99,12.1,"Little"
"Low",6.4,0.22,0.31,13.9,57,135,0.99672,3.21,0.38,10.7,"Little"
"Low",6.5,0.15,0.55,5.9,75,162,0.99482,2.97,0.4,9.3,"Little"
"Low",7.9,0.25,0.35,6.7,22,64,0.99362,2.93,0.49,10.7,"Little"
"High",7.2,0.21,0.28,2.7,38,94,0.99075,2.99,0.43,11.8,"Little"
"Low",7,0.24,0.3,6.7,37,125,0.99436,3.2,0.39,9.9,"Little"
"High",6.8,0.475,0.33,3.95,16,81,0.98988,3.23,0.53,13.4,"Little"
"High",7,0.28,0.32,7.75,30,114,0.99158,3.12,0.64,12.8,"Little"
"Low",6.6,0.41,0.31,1.6,18,101,0.99195,3.13,0.41,10.5,"Little"
"Low",6.4,0.2,0.28,2.5,24,84,0.99168,3.31,0.55,11.5,"Little"
"Low",8.5,0.22,0.34,0.7,5,25,0.9918,3.04,0.37,10.5,"Little"
"High",5.2,0.285,0.29,5.15,64,138,0.9895,3.19,0.34,12.4,"Little"
"Low",6.7,0.42,0.46,9.7,67,234,0.99848,3.23,0.5,9,"Lots"
"High",6.2,0.16,0.34,1.7,85,153,0.9909,3.33,0.86,12,"Little"
"High",6.4,0.125,0.36,1.4,22,68,0.99014,3.15,0.5,11.7,"Little"
"Low",6.4,0.44,0.26,2,20,180,0.9952,3.58,0.57,10,"Lots"
"Low",7,0.31,0.39,7.5,42,218,0.99652,3.37,0.54,10.3,"Lots"
"Low",6.7,0.42,0.46,9.7,67,234,0.99848,3.23,0.5,9,"Lots"
"Low",8.6,0.18,0.28,0.8,25,78,0.99104,2.99,0.38,11.1,"Little"
"Low",6.2,0.21,0.26,13.1,59,150,0.99772,3.31,0.46,9,"Lots"
"High",6.5,0.22,0.32,2.2,36,92,0.99076,3.27,0.59,11.9,"Little"
"Low",6.2,0.36,0.14,8.9,38,155,0.99622,3.27,0.5,9.4,"Little"
"High",6.4,0.25,0.32,0.9,40,114,0.99114,3.31,0.58,10.8,"Little"
"Low",7.6,0.31,0.26,1.7,40,157,0.9938,3.1,0.46,9.8,"Lots"
"Low",6.6,0.26,0.46,6.9,59,183,0.99594,3.2,0.45,9.3,"Little"
"Low",6.1,0.37,0.2,7.6,49,170,0.99558,3.22,0.48,9.5,"Little"
"Low",6.2,0.36,0.14,8.9,38,155,0.99622,3.27,0.5,9.4,"Little"
"High",6.5,0.22,0.32,2.2,36,92,0.99076,3.27,0.59,11.9,"Little"
"Low",7.7,0.18,0.3,1.2,49,199,0.99413,3.03,0.38,9.3,"Little"
"High",7.1,0.36,0.4,1.95,26,118,0.98934,3.2,0.45,13.5,"Little"
"Low",6.4,0.16,0.32,8.75,38,118,0.99449,3.19,0.41,10.7,"Little"
"Low",7.4,0.28,0.4,11.9,13,92,0.99629,3.01,0.46,10.8,"Little"
"High",6.5,0.44,0.47,5.45,44,137,0.98984,3.13,0.32,13,"Little"
"Low",7.7,0.25,0.3,7.8,67,196,0.99555,3.1,0.5,10.1,"Little"
"High",5.2,0.155,0.33,1.6,13,59,0.98975,3.3,0.84,11.9,"Little"
"High",7,0.31,0.31,9.1,45,140,0.99216,2.98,0.31,12,"Little"
"High",7,0.31,0.31,9.1,45,140,0.99216,2.98,0.31,12,"Little"
"High",5.6,0.21,0.4,1.3,81,147,0.9901,3.22,0.95,11.6,"Little"
"High",5.2,0.155,0.33,1.6,13,59,0.98975,3.3,0.84,11.9,"Little"
"Low",5.3,0.21,0.29,0.7,11,66,0.99215,3.3,0.4,9.8,"Little"
"Low",7.1,0.27,0.28,1.25,3,89,0.98993,2.95,0.3,11.4,"Little"
"Low",5.2,0.17,0.27,0.7,11,68,0.99218,3.3,0.41,9.8,"Little"
"Low",7.7,0.25,0.3,7.8,67,196,0.99555,3.1,0.5,10.1,"Little"
"High",7,0.12,0.29,10.3,41,98,0.99564,3.19,0.38,9.8,"Little"
"High",7,0.12,0.29,10.3,41,98,0.99564,3.19,0.38,9.8,"Little"
"Low",7.2,0.3,0.3,8.7,14,111,0.99576,3.11,0.61,10.6,"Little"
"Low",6.8,0.26,0.46,8.3,49,173,0.99601,3.17,0.47,9.3,"Little"
"High",7,0.12,0.29,10.3,41,98,0.99564,3.19,0.38,9.8,"Little"
"High",4.9,0.33,0.31,1.2,39,150,0.98713,3.33,0.59,14,"Little"
"Low",6,0.28,0.25,1.8,8,108,0.9929,3.08,0.55,9,"Little"
"Low",7.2,0.2,0.22,1.6,17,101,0.99471,3.37,0.53,10,"Little"
"Low",6.1,0.27,0.25,1.8,9,109,0.9929,3.08,0.54,9,"Little"
"Low",6,0.28,0.25,1.8,8,108,0.9929,3.08,0.55,9,"Little"
"High",6.4,0.29,0.3,2.9,25,79,0.99037,3.29,0.6,12.4,"Little"
"Low",7.4,0.35,0.24,6,28,123,0.99304,3.14,0.44,11.3,"Little"
"Low",7.2,0.2,0.22,1.6,17,101,0.99471,3.37,0.53,10,"Little"
"High",7.3,0.4,0.26,5.45,26,90,0.98951,2.84,0.54,13.2,"Little"
"High",7.7,0.11,0.34,14.05,41,114,0.99634,3.07,0.59,11,"Little"
"Low",6.9,0.38,0.38,13.1,14,94,0.99792,3.02,0.48,9.2,"Lots"
"High",7.5,0.38,0.29,4.9,38,113,0.99026,3.08,0.48,13,"Little"
"Low",5.8,0.19,0.24,1.3,38,128,0.99362,3.77,0.6,10.6,"Little"
"High",5.5,0.34,0.26,2.2,31,119,0.98919,3.55,0.49,13,"Little"
"Low",8.4,0.31,0.31,0.95,52,148,0.99038,2.93,0.32,11.5,"Little"
"Low",8.4,0.31,0.31,0.95,52,148,0.99038,2.93,0.32,11.5,"Little"
"Low",7.3,0.26,0.24,1.7,10,112,0.99286,3.11,0.43,9.9,"Lots"
"High",6.7,0.36,0.26,7.9,39,123,0.99119,2.99,0.3,12.2,"Little"
"High",6.1,0.38,0.42,5,31,113,0.99007,3.15,0.31,12.4,"Little"
"High",8.5,0.23,0.28,11.1,30,97,0.99507,3.03,0.39,10.5,"Little"
"High",6.7,0.18,0.28,10.2,29,115,0.99469,3.11,0.45,10.9,"Little"
"High",6.7,0.18,0.28,10.2,29,115,0.99469,3.11,0.45,10.9,"Little"
"High",6.8,0.18,0.28,9.8,29,113,0.99406,3.11,0.45,10.9,"Little"
"High",7.2,0.19,0.31,6.3,17,103,0.99305,3.15,0.52,11.4,"Little"
"High",5,0.27,0.32,4.5,58,178,0.98956,3.45,0.31,12.6,"Little"
"High",6.3,0.37,0.28,6.3,45,152,0.9921,3.29,0.46,11.6,"Little"
"High",6.6,0.2,0.27,10.9,29,130,0.99496,3.11,0.44,10.5,"Little"
"High",6.8,0.18,0.28,9.8,29,113,0.99406,3.11,0.45,10.9,"Little"
"High",6.8,0.18,0.28,9.8,29,113,0.99406,3.11,0.45,10.9,"Little"
"High",6.5,0.35,0.36,0.8,32,111,0.98942,3.11,0.5,12.1,"Little"
"High",6,0.32,0.3,1.3,18,112,0.98802,3.07,0.64,13.3,"Little"
"High",6.8,0.18,0.28,9.8,29,113,0.99406,3.11,0.45,10.9,"Little"
"High",6.7,0.18,0.28,10.2,29,115,0.99469,3.11,0.45,10.9,"Little"
"High",6.6,0.2,0.27,10.9,29,130,0.99496,3.11,0.44,10.5,"Little"
"High",6.3,0.37,0.28,6.3,45,152,0.9921,3.29,0.46,11.6,"Little"
"High",7.2,0.19,0.31,6.3,17,103,0.99305,3.15,0.52,11.4,"Little"
"High",5,0.27,0.32,4.5,58,178,0.98956,3.45,0.31,12.6,"Little"
"High",5,0.3,0.33,3.7,54,173,0.9887,3.36,0.3,13,"Little"
"Low",6.7,0.25,0.31,1.35,30.5,218,0.99388,3.16,0.53,9.5,"Lots"
"High",6.8,0.22,0.31,6.9,33,121,0.99176,3.02,0.39,11.9,"Little"
"Low",6.8,0.27,0.29,4.6,6,88,0.99458,3.34,0.48,10.6,"Little"
"Low",8,0.74,0.21,4,24,133,0.99418,3.06,0.38,9.7,"Lots"
"High",5.4,0.22,0.29,1.2,69,152,0.99178,3.76,0.63,11,"Little"
"Low",7.4,0.32,0.22,11.7,44,150,0.99578,3.1,0.45,10.4,"Little"
"High",7.1,0.47,0.29,14.8,22,142,0.99518,3.12,0.48,12,"Little"
"High",7.1,0.47,0.29,14.8,22,142,0.99518,3.12,0.48,12,"Little"
"Low",6.7,0.14,0.46,1.6,15,92,0.99264,3.37,0.49,10.9,"Little"
"High",6,0.24,0.33,2.5,31,85,0.99014,3.13,0.5,11.3,"Little"
"Low",6.8,0.29,0.34,3.5,26,189,0.99489,3.42,0.58,10.4,"Lots"
"Low",6.3,0.2,0.37,11.8,58,130,0.99519,3.2,0.35,10.8,"Little"
"Low",7.7,0.18,0.53,1.2,42,167,0.9908,3.11,0.44,11.9,"Little"
"Low",7.5,0.33,0.38,8.7,49,199,0.99711,2.98,0.57,9.4,"Lots"
"Low",6.2,0.255,0.24,1.7,138.5,272,0.99452,3.53,0.53,9.6,"Little"
"Low",7.5,0.33,0.38,8.7,49,199,0.99711,2.98,0.57,9.4,"Lots"
"High",5.6,0.2,0.66,10.2,78,175,0.9945,2.98,0.43,10.4,"Little"
"Low",7.6,0.17,0.36,4.5,26,102,0.99427,3.09,0.47,9.5,"Little"
"Low",6.9,0.28,0.41,1.4,6,55,0.98876,3.16,0.4,13.4,"Little"
"Low",7.2,0.27,0.37,5.4,27,114,0.99174,3.13,0.84,12.7,"Little"
"Low",6.2,0.25,0.38,7.9,54,208,0.99572,3.17,0.46,9.1,"Little"
"Low",6.2,0.25,0.54,7,58,176,0.99454,3.19,0.7,10.4,"Little"
"Low",6.2,0.25,0.54,7,58,176,0.99454,3.19,0.7,10.4,"Little"
"High",6.8,0.28,0.43,7.6,30,110,0.99164,3.08,0.59,12.5,"Little"
"Low",6.2,0.25,0.54,7,58,176,0.99454,3.19,0.7,10.4,"Little"
"Low",7.4,0.21,0.8,12.3,77,183,0.99778,2.95,0.48,9,"Little"
"Low",7.4,0.21,0.8,12.3,77,183,0.99778,2.95,0.48,9,"Little"
"Low",7.3,0.28,0.42,1.2,29,142,0.99205,3.17,0.43,10.7,"Little"
"High",7,0.53,0.43,6.1,6,76,0.99118,3.08,0.5,12.5,"Little"
"High",6.8,0.28,0.43,7.6,30,110,0.99164,3.08,0.59,12.5,"Little"
"High",6.5,0.36,0.38,10.2,20,82,0.99274,3.1,0.43,12.1,"Little"
"Low",6.7,0.24,0.41,2.9,48,122,0.99052,3.25,0.43,12,"Little"
"Low",6.6,0.25,0.33,8.5,29,141,0.99546,3.28,0.6,10.4,"Little"
"High",6.4,0.15,0.4,1.5,23,87,0.98972,3.11,0.46,12.2,"Little"
"Low",6.3,0.28,0.3,3.1,24,115,0.9942,3.05,0.43,8.6,"Little"
"Low",6.2,0.25,0.38,7.9,54,208,0.99572,3.17,0.46,9.1,"Little"
"Low",7.1,0.28,0.35,3.5,35,91,0.99022,2.96,0.33,12.1,"Little"
"Low",6.6,0.35,0.34,4.9,9,125,0.99253,3.32,0.81,12,"Little"
"Low",6.2,0.25,0.54,7,58,176,0.99454,3.19,0.7,10.4,"Little"
"High",5.8,0.31,0.32,4.5,28,94,0.98906,3.25,0.52,13.7,"Little"
"High",5.8,0.31,0.32,4.5,28,94,0.98906,3.25,0.52,13.7,"Little"
"Low",6.1,0.2,0.34,9.5,38,201,0.995,3.14,0.44,10.1,"Little"
"High",6.2,0.36,0.38,3.2,20,89,0.98956,3.06,0.33,12,"Little"
"High",7,0.25,0.45,2.3,40,118,0.99064,3.16,0.48,11.9,"Little"
"High",6.8,0.13,0.39,1.4,19,102,0.99121,3.23,0.6,11.3,"Little"
"Low",6.6,0.78,0.5,1.5,30,133,0.99104,3.25,0.48,11.7,"Little"
"High",5.1,0.33,0.27,6.7,44,129,0.99221,3.36,0.39,11,"Little"
"High",6.7,0.34,0.4,2.1,34,111,0.98924,2.97,0.48,12.2,"Little"
"High",6.7,0.14,0.51,4.3,57,124,0.99176,2.91,0.54,10.7,"Little"
"High",7,0.25,0.45,2.3,40,118,0.99064,3.16,0.48,11.9,"Little"
"Low",7.6,0.21,0.49,2.5,20,130,0.99178,3.15,0.48,11.1,"Little"
"Low",7.6,0.35,0.46,14.7,33,151,0.99709,3.03,0.53,10.3,"Little"
"Low",6.9,0.3,0.36,4.5,31,203,0.99513,3.4,0.57,10.4,"Lots"
"High",6.5,0.23,0.39,1.9,41,98,0.99,3.19,0.43,11.9,"Little"
"Low",7.6,0.23,0.34,1.6,24,129,0.99305,3.12,0.7,10.4,"Little"
"High",6.7,0.21,0.37,2.5,35,89,0.9913,3.25,0.5,11,"Little"
"High",6.5,0.23,0.39,1.9,41,98,0.99,3.19,0.43,11.9,"Little"
"High",5.9,0.28,0.39,1.4,47,147,0.98836,3.08,0.64,12.9,"Little"
"Low",5.9,0.19,0.37,0.8,3,21,0.9897,3.09,0.31,10.8,"Little"
"Low",7.6,0.23,0.34,1.6,24,129,0.99305,3.12,0.7,10.4,"Little"
"Low",5.5,0.18,0.22,5.5,10,86,0.99156,3.46,0.44,12.2,"Little"
"Low",7.4,0.23,0.38,8.6,41,150,0.99534,3.06,0.46,10.3,"Lots"
"High",7.2,0.17,0.37,6.9,47,128,0.99322,3.08,0.46,11,"Lots"
"Low",7.6,0.3,0.38,2.1,10,98,0.99296,3.17,0.65,11,"Little"
"Low",6.3,0.35,0.26,17.6,59,198,0.99918,3.11,0.49,8.8,"Lots"
"Low",5.6,0.19,0.27,0.9,52,103,0.99026,3.5,0.39,11.2,"Little"
"High",5.9,0.33,0.32,8.1,9,34,0.9911,3.22,0.36,12.7,"Little"
"Low",5.5,0.19,0.27,0.9,52,103,0.99026,3.5,0.39,11.2,"Little"
"High",6.8,0.39,0.34,7.4,38,133,0.99212,3.18,0.44,12,"Little"
"Low",6.1,0.17,0.42,15.1,28,124,0.99684,2.87,0.47,9.5,"Little"
"High",6.8,0.39,0.34,7.4,38,133,0.99212,3.18,0.44,12,"Little"
"High",7.1,0.36,0.37,4.8,39,114,0.99036,3.08,0.49,12.7,"Little"
"Low",6.1,0.17,0.42,15.1,28,124,0.99684,2.87,0.47,9.5,"Little"
"High",6.8,0.39,0.34,7.4,38,133,0.99212,3.18,0.44,12,"Little"
"High",7.1,0.36,0.37,4.8,39,114,0.99036,3.08,0.49,12.7,"Little"
"High",5.6,0.28,0.4,6.1,36,118,0.99144,3.21,0.43,12.1,"Little"
"High",6.7,0.33,0.36,6.6,34,116,0.99123,2.97,0.31,12.2,"Little"
"High",6.7,0.33,0.34,7.5,39,124,0.99123,2.99,0.32,12.4,"Little"
"High",6.9,0.36,0.35,8.6,37,125,0.9916,3,0.32,12.4,"Little"
"Low",5.6,0.41,0.22,7.1,44,154,0.9931,3.3,0.4,10.5,"Lots"
"Low",8.5,0.2,0.4,1.1,31,106,0.99194,3,0.35,10.5,"Little"
"Low",5.5,0.12,0.33,1,23,131,0.99164,3.25,0.45,9.8,"Little"
"High",6.2,0.1,0.41,1,17,76,0.98988,3.14,0.56,11.4,"Little"
"Low",8.7,0.3,0.59,1.7,10,70,0.99373,3.06,0.56,10.8,"Little"
"High",6.7,0.18,0.37,1.3,42,125,0.98939,3.24,0.37,12.8,"Little"
"High",7,0.17,0.36,6.4,42,123,0.99318,3.11,0.5,11,"Lots"
"Low",6.6,0.19,0.33,1.8,42,148,0.99196,3.15,0.36,10.2,"Little"
"High",5.8,0.28,0.3,1.5,31,114,0.98952,3.32,0.6,12.5,"Little"
"Low",5.5,0.12,0.33,1,23,131,0.99164,3.25,0.45,9.8,"Little"
"Low",5.7,0.16,0.32,1.2,7,89,0.99111,3.26,0.48,11,"Little"
