"Amount","DaysSinceStart","Industry","SuperIndustry","Internet","CZIP","MZIP","ID","Merchant","Distance"
11.99,267,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,239,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,86,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,453,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,299,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,26,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,386,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,180,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,147,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,208,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,117,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,55,"Miscellaneous Personal Services","Other Services","Yes",10583,"06850",37783,"M3675",18
11.99,359,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,386,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,390,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,420,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
11.99,328,"Miscellaneous Personal Services","Other Services","Yes",10583,"06905",37783,"M3675",13
31,137,"Home Improvement Centers","Home Improvement Centers","No",10583,"10502",37783,"M3680",3
4.38,380,"Courier Services","Transportation and Warehousing","No",10583,"10502",37783,"M3699",3
17.6,48,"Courier Services","Transportation and Warehousing","No",10583,"10530",37783,"M3699",2
10.09,8,"Courier Services","Transportation and Warehousing","No",10583,"10530",37783,"M3699",2
5.7,52,"Courier Services","Transportation and Warehousing","No",10583,"10583",37783,"M3699",0
13.9,265,"Courier Services","Transportation and Warehousing","No",10583,"10583",37783,"M3699",0
23.76,360,"Courier Services","Transportation and Warehousing","No",10583,"10530",37783,"M3699",2
7.92,395,"Courier Services","Transportation and Warehousing","No",10583,"10583",37783,"M3699",0
3.2,362,"Courier Services","Transportation and Warehousing","No",10583,"11804",37783,"M3699",21
23,319,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"M3729",3
34.5,114,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"M3729",3
75.15,284,"Family Apparel","Apparel and Accessories","No",10583,"11530",37783,"M3751",17
69.95,20,"Maintenance and Repair Services","Other Services","No",10583,"06851",37783,"M3773",20
133.92,234,"Communications, Telecommunications, Cable Services","Information","No",10583,"10530",37783,"M3788",2
53.69,13,"Communications, Telecommunications, Cable Services","Information","No",10583,"10530",37783,"M3788",2
22.53,233,"Communications, Telecommunications, Cable Services","Information","No",10583,"10530",37783,"M3788",2
161.01,234,"Communications, Telecommunications, Cable Services","Information","No",10583,"10530",37783,"M3788",2
292.82,337,"Communications, Telecommunications, Cable Services","Information","Yes",10583,"95630",37783,"M3788",2166
48.3,319,"Communications, Telecommunications, Cable Services","Information","No",10583,"10530",37783,"M3788",2
55,319,"Women's Apparel","Apparel and Accessories","No",10583,"10601",37783,"M3799",3
16.47,405,"Drug Store Chains","Health and Personal Care Stores","No",10583,"32819",37783,"M3837",840
21.13,144,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10583",37783,"M3837",0
21.16,105,"Discount Department Stores","General Merchandise Stores","No",10583,"06851",37783,"M3841",20
42.37,113,"Discount Department Stores","General Merchandise Stores","No",10583,"06851",37783,"M3841",20
33.32,97,"Discount Department Stores","General Merchandise Stores","No",10583,"06851",37783,"M3841",20
101,332,"Cosmetics and Beauty Services","Other Services","No",10583,"06830",37783,"M3845",8
106,241,"Cosmetics and Beauty Services","Other Services","No",10583,"06830",37783,"M3845",8
